"Horodateur","Quel est votre sexe ou genre actuel ? ( cochez toutes les réponses applicables)","Quel est votre âge ? ","Quel est votre niveau de diplôme ?","Avez-vous été directement confronté à l'épidémie de Covid (vous ou bien une personne de votre foyer infectée, précisez) ?","Si oui, à quel degré de gravité ? (Symptômes graves, hospitalisation...)","Est-ce qu’il a été difficile pour vous de vous adapter aux conditions imposées par le gouvernement (confinement, couvre-feu, télétravail, etc) ?","Vous sentez-vous différent depuis les mesures imposées par le gouvernement en rapport à l'épidémie (confinement, couvre feu) ?","Si oui, quels sont les symptômes que vous observez ?","Dans quelle mesure votre vie a-t-elle été affectée par les contraintes engendrées par l'épidémie ?","Comment évaluez-vous la gestion de cette épidémie par le gouvernement ? ","Les contraintes imposées par l'état d'urgence sanitaire vous semblent-elles ?","Les contraintes imposées par l'état d'urgence sanitaire vous semblent-elles ? ","Les contraintes imposées par l'état d'urgence sanitaire vous semblent-elles ?","Avez vous le sentiment d’avoir bien été informé par les médias ?","Quel degré de gravité donneriez-vous à l'épidémie de Covid en France ? ","Dans combien de temps pensez-vous que l'épidémie sera derrière nous ? ","Porter le masque en présence d'autres personnes même à l'intérieur ","Porter le masque dans la rue et les lieux publics","Se laver les mains en rentrant chez soi","Se tenir au moins à 1 mètre des autres personnes","Se faire tester au moindre symptôme","Eviter les foules et autres rassemblements","Rester chez soi le plus souvent possible","Utiliser toutes les ressources du télétravail","Utiliser une solution hydroalcoolique en allant au supermarché","Saluer sans serrer la main et arrêter les embrassades","Allez-vous vous faire vacciner dès que ce sera possible ?  ","Conseillez-vous à vos proches, surtout les plus âgés, de se faire vacciner ? ","Est-ce qu'il vous semble important que les célébrités et/ou les personnalités politiques puissent se faire vacciner publiquement?","Est-ce que le fait que vos proches soient vaccinés vous inciterait à vous faire vacciner vous aussi ?","Pensez-vous être correctement informé.e des vaccins et des qualités/défauts des vaccins qui vous sont proposés ?","Comment évaluez-vous les risques d'effets secondaires graves des vaccins ?","Êtes-vous favorable à ce que les personnes qui se font vacciner puissent choisir le type de vaccin (Pfizer, Astra Zeneca, Sputnik V,...) ?","Comprenez-vous le caractère facultatif du vaccin en France ?","Êtes-vous favorable à un ""Passeport Santé"", qui permet aux personnes vaccinées d'accéder aux salles de sports, cinémas et autres salles de spectacle ?"," [Hommes politiques]"," [ Grands Laboratoires Pharmaceutiques]"," [La famille]"," [Les amis]"," [Le voisinage ]"," [Médecine généraliste]"," [La justice]"," [L'administration]"," [L'hôpital public]"," [La police]"," [L'enseignement]"," [Pharmacies]"," [Les grands médias]"," [Les réseaux sociaux]"," [Les distributeurs]"," [La science]"," [Les commerçants]"
"2021/03/19 2:47:58 PM UTC+2","Femme","20-29 ans","Master 2","Non","","5","Oui","Anxiété;Déprime/baisse de morale;Baisse de productivité;Angoisse quand je dois sortir","8","3","7","2","6","0","8","1 an (Pas avant 2022)","Ça dépend des situations","Systématiquement","Systématiquement","Souvent","","Souvent","Systématiquement","Systématiquement","Souvent","Systématiquement","8","10","Non","Oui","Non","10","Oui","Non","2","Faible confiance","Faible confiance","Confiance modérée","Faible confiance","Faible confiance","Confiance absolue","Confiance modérée","Confiance modérée","Confiance modérée","Confiance modérée","Confiance modérée","Confiance modérée","Aucune confiance","Aucune confiance","Faible confiance","Confiance absolue","Confiance modérée"
"2021/03/19 3:50:56 PM UTC+2","Homme","20-29 ans","Master 2","ma soeur","1","8","Oui","manque, notamment de sport ","6","2","4","3","5","3","4","Elle va menacer pendant longtemps","Ça dépend des situations","Systématiquement","Systématiquement","Souvent","Rarement","Souvent","Ça dépend des situations","Ça dépend des situations","Systématiquement","Systématiquement","5","7","Oui","Oui","Non","3","Non","Oui","0","Aucune confiance","Confiance absolue","Confiance modérée","Confiance modérée","Aucune confiance","Confiance modérée","Faible confiance","Aucune confiance","Confiance modérée","Faible confiance","Faible confiance","Confiance modérée","Aucune confiance","Aucune confiance","Aucune confiance","Confiance absolue","Faible confiance"
"2021/03/19 6:07:59 PM UTC+2","Homme","30-39 ans","Master 2","Non","","5","Non","Anxiété","9","4","1","1","3","6","5","Elle va menacer pendant longtemps","Souvent","Souvent","Systématiquement","Souvent","Rarement","Souvent","Rarement","Rarement","Souvent","Souvent","10","10","Oui","Oui","Non","1","Non","Non","4","Confiance modérée","Confiance modérée","Confiance modérée","Confiance modérée","Confiance modérée","Confiance modérée","Confiance modérée","Faible confiance","Confiance absolue","Confiance absolue","Confiance modérée","Confiance modérée","Confiance modérée","Faible confiance","Faible confiance","Confiance absolue","Faible confiance"
"2021/03/19 7:35:22 PM UTC+2","Femme","20-29 ans","Licence, Licence professionnelle","non","","5","Oui","Déprime/baisse de morale","4","4","3","2","6","5","8","Elle va menacer pendant longtemps","Ça dépend des situations","Systématiquement","Souvent","Souvent","Ça dépend des situations","Souvent","Rarement","Systématiquement","Systématiquement","Souvent","2","5","Non","Oui","Non","5","Oui","Oui","1","Faible confiance","Confiance modérée","Confiance absolue","Confiance modérée","Faible confiance","Confiance modérée","Faible confiance","Faible confiance","Confiance modérée","Faible confiance","Faible confiance","Confiance modérée","Faible confiance","Faible confiance","Faible confiance","Confiance modérée","Faible confiance"
"2021/03/19 8:08:24 PM UTC+2","Homme","20-29 ans","Maîtrise, Master 1","Non","","4","Oui","Anxiété;Stress;Déprime/baisse de morale","10","5","6","2","6","0","8","1 an (Pas avant 2022)","Ça dépend des situations","Systématiquement","Systématiquement","Souvent","Systématiquement","Souvent","Souvent","Systématiquement","Systématiquement","Rarement","10","10","Non","Oui","Non","3","Oui","Oui","10","Aucune confiance","Faible confiance","Confiance modérée","Confiance absolue","Faible confiance","Confiance absolue","Aucune confiance","Faible confiance","Confiance absolue","Aucune confiance","Confiance modérée","Confiance absolue","Aucune confiance","Faible confiance","Faible confiance","Confiance absolue","Faible confiance"
"2021/03/19 9:19:58 PM UTC+2","Femme","20-29 ans","Master 2","non","","7","Oui","Décrochage scolaire;Déprime/baisse de morale;Baisse de productivité","5","7","6","6","8","6","8","6 mois (Septembre 2021)","Ça dépend des situations","Systématiquement","Souvent","Souvent","Rarement","Souvent","Souvent","Souvent","Rarement","Souvent","10","10","Oui","Non","Oui","0","Oui","Oui","10","Confiance modérée","Confiance modérée","Confiance absolue","Confiance modérée","Faible confiance","Confiance modérée","Confiance modérée","Confiance modérée","Confiance modérée","Confiance modérée","Confiance modérée","Confiance absolue","Faible confiance","Faible confiance","Faible confiance","Confiance absolue","Faible confiance"
"2021/03/19 10:51:00 PM UTC+2","Homme","20-29 ans","Je ne souhaite pas répondre","Non","","8","Oui","Anxiété;Déprime/baisse de morale;L’impression de vivre sans vraiment vivre","8","7","2","4","8","2","8","Elle va menacer pendant longtemps","Ça dépend des situations","Systématiquement","Systématiquement","Rarement","Ça dépend des situations","Souvent","Souvent","Souvent","Souvent","Systématiquement","8","9","Oui","Non","Non","9","Oui","Oui","8","Confiance modérée","Confiance modérée","Confiance modérée","Confiance modérée","Faible confiance","Faible confiance","Faible confiance","Faible confiance","Confiance modérée","Faible confiance","Confiance modérée","Faible confiance","Faible confiance","Aucune confiance","Faible confiance","Confiance modérée","Faible confiance"
"2021/03/20 11:51:14 AM UTC+2","Femme","40-55 ans","CAP, BEP","Mon apprentie","3","5","Non","Baisse de productivité;Que si les consignes etaient respecter correctement pas tout et dans tous les commerce comme et dans la rue le port du masque on aurai moin de problèmes ","7","5","5","3","4","5","9","2 ans (Pas avant 2023)","Systématiquement","Systématiquement","Systématiquement","Systématiquement","Systématiquement","Systématiquement","Systématiquement","Systématiquement","Systématiquement","Systématiquement","10","10","Non","Non","Oui","3","Non","Non","10","Confiance modérée","Confiance modérée","Confiance modérée","Confiance modérée","Confiance modérée","Confiance absolue","Confiance modérée","Confiance modérée","Confiance absolue","Confiance modérée","Confiance modérée","Confiance modérée","Faible confiance","Faible confiance","Aucune confiance","Confiance absolue","Confiance modérée"
"2021/03/20 9:33:52 PM UTC+2","Femme","20-29 ans","Master 2","Non","","4","Oui","Anxiété;Déprime/baisse de morale","8","5","5","3","6","7","7","1 an (Pas avant 2022)","Ça dépend des situations","Systématiquement","Systématiquement","Souvent","Jamais","Souvent","Ça dépend des situations","Systématiquement","Systématiquement","Systématiquement","8","10","Non","Oui","Oui","0","Oui","Oui","5","Faible confiance","Faible confiance","Confiance absolue","Confiance absolue","Faible confiance","Confiance absolue","Confiance modérée","Faible confiance","Faible confiance","Faible confiance","Confiance modérée","Confiance absolue","Aucune confiance","Aucune confiance","Confiance modérée","Confiance absolue","Confiance absolue"
"2021/03/21 7:27:01 PM UTC+2","Femme","20-29 ans","Master 2","Non","","9","Oui","Anxiété;Stress;Déprime/baisse de morale","8","2","2","3","4","1","8","1 an (Pas avant 2022)","Rarement","Systématiquement","Souvent","Rarement","Systématiquement","Souvent","Jamais","Souvent","Systématiquement","Souvent","2","6","Non","Oui","Non","8","Non","Oui","0","Faible confiance","Confiance modérée","Confiance absolue","Confiance absolue","Faible confiance","Confiance absolue","Confiance absolue","Confiance absolue","Confiance absolue","Confiance modérée","Confiance absolue","Confiance absolue","Aucune confiance","Aucune confiance","Faible confiance","Confiance absolue","Confiance absolue"
"2021/03/22 8:31:22 AM UTC+2","Femme","20-29 ans","Master 2","2 personnes infectées au sein du foyer","1","8","Oui","Déprime/baisse de morale;Baisse de productivité","8","3","4","2","5","7","5","9 mois (Décembre 2021)","Jamais","Systématiquement","Systématiquement","Rarement","Jamais","Systématiquement","Souvent","Systématiquement","Systématiquement","Souvent","5","8","Oui","Oui","Oui","6","Oui","Oui","4","Faible confiance","Faible confiance","Confiance absolue","Confiance absolue","Confiance absolue","Confiance modérée","Confiance modérée","Faible confiance","Confiance modérée","Faible confiance","Confiance modérée","Confiance modérée","Faible confiance","Faible confiance","Faible confiance","Confiance modérée","Faible confiance"
"2021/03/22 12:27:06 PM UTC+2","Femme","20-29 ans","Maîtrise, Master 1","Non ","","8","Oui","Stress;Déprime/baisse de morale;Baisse de productivité","9","3","2","3","6","3","8","Elle va menacer pendant longtemps","Ça dépend des situations","Systématiquement","Systématiquement","Ça dépend des situations","Rarement","Souvent","Souvent","Souvent","Souvent","Systématiquement","2","2","Oui","Non","Non","8","Oui","Oui","2","Aucune confiance","Aucune confiance","Confiance absolue","Confiance absolue","Confiance modérée","Confiance absolue","Faible confiance","Faible confiance","Confiance modérée","Faible confiance","Confiance absolue","Confiance modérée","Aucune confiance","Faible confiance","Faible confiance","Confiance modérée","Confiance modérée"
"2021/03/22 1:48:13 PM UTC+2","Femme","15-19 ans","Brevet","Non","","5","Non","","5","3","5","2","5","3","6","Elle va menacer pendant longtemps","Ça dépend des situations","Ça dépend des situations","Rarement","Rarement","Rarement","Souvent","Souvent","Ça dépend des situations","Souvent","Systématiquement","0","0","Oui","Non","Non","10","Oui","Oui","0","Aucune confiance","Aucune confiance","Confiance modérée","Confiance modérée","Faible confiance","Faible confiance","Faible confiance","Faible confiance","Faible confiance","Aucune confiance","Confiance modérée","Faible confiance","Faible confiance","Faible confiance","Faible confiance","Confiance absolue","Faible confiance"
"2021/03/22 2:08:41 PM UTC+2","Homme","20-29 ans","Maîtrise, Master 1","Non, pas à ma connaissance","1","7","Oui","Déprime/baisse de morale;Baisse de productivité","6","2","0","4","4","2","5","6 mois (Septembre 2021)","Systématiquement","Systématiquement","Systématiquement","Rarement","Jamais","Rarement","Rarement","Souvent","Souvent","Souvent","5","10","Oui","Oui","Non","1","Oui","Oui","4","Confiance modérée","Confiance modérée","Confiance absolue","Confiance absolue","Confiance modérée","Confiance absolue","Confiance absolue","Confiance absolue","Confiance absolue","Confiance absolue","Confiance absolue","Confiance absolue","Faible confiance","Faible confiance","Confiance modérée","Confiance absolue","Confiance absolue"
"2021/03/22 2:12:11 PM UTC+2","Femme","20-29 ans","Licence, Licence professionnelle","Je l'ai eu l'année dernière","1","8","Oui","Baisse de productivité","8","5","8","7","6","4","6","9 mois (Décembre 2021)","Ça dépend des situations","Systématiquement","Systématiquement","Rarement","Rarement","Jamais","Jamais","Souvent","Souvent","Ça dépend des situations","8","10","Oui","Oui","Non","0","Oui","Oui","5","Confiance modérée","Faible confiance","Confiance absolue","Confiance absolue","Confiance modérée","Confiance absolue","Confiance absolue","Confiance modérée","Confiance absolue","Confiance absolue","Confiance absolue","Confiance absolue","Faible confiance","Aucune confiance","Faible confiance","Confiance absolue","Confiance absolue"
"2021/03/22 3:56:50 PM UTC+2","Femme","15-19 ans","Brevet","Non","","5","Non","","5","3","5","2","5","3","6","Elle va menacer pendant longtemps","Ça dépend des situations","Ça dépend des situations","Rarement","Rarement","Rarement","Souvent","Souvent","Ça dépend des situations","Souvent","Systématiquement","0","0","Oui","Non","Non","10","Oui","Oui","0","Aucune confiance","Aucune confiance","Confiance modérée","Confiance modérée","Faible confiance","Faible confiance","Faible confiance","Faible confiance","Faible confiance","Aucune confiance","Confiance modérée","Faible confiance","Faible confiance","Faible confiance","Faible confiance","Confiance absolue","Faible confiance"
"2021/03/23 1:01:34 AM UTC+2","Homme","20-29 ans","Master 2","Non","","2","Non","","4","5","5","7","6","8","10","1 an (Pas avant 2022)","Systématiquement","Systématiquement","Systématiquement","Systématiquement","Jamais","Systématiquement","Systématiquement","Systématiquement","Systématiquement","Systématiquement","7","9","Oui","Non","Oui","7","Oui","Non","2","Aucune confiance","Confiance absolue","Confiance absolue","Confiance absolue","Confiance absolue","Confiance absolue","Confiance modérée","Confiance modérée","Confiance absolue","Confiance absolue","Confiance absolue","Confiance absolue","Confiance modérée","Confiance modérée","Confiance modérée","Confiance absolue","Confiance modérée"
"2021/03/25 1:52:12 PM UTC+2","Homme","66 et 75 ans","Master 2","Non","","0","Non","Haine envers les politiciens","1","0","0","0","0","0","3","1 an (Pas avant 2022)","Jamais","Jamais","Systématiquement","Rarement","Jamais","Jamais","Jamais","Jamais","Rarement","Jamais","0","0","Non","Non","Non","10","Oui","Oui","0","Aucune confiance","Aucune confiance","Confiance modérée","Confiance modérée","Faible confiance","Confiance absolue","Aucune confiance","Aucune confiance","Aucune confiance","Faible confiance","Aucune confiance","Confiance absolue","Aucune confiance","Aucune confiance","Aucune confiance","Confiance modérée","Confiance modérée"
"2021/03/26 10:59:36 AM UTC+2","Femme","20-29 ans","Licence, Licence professionnelle","Oui","2","8","Oui","Anxiété;Stress;Décrochage scolaire;Déprime/baisse de morale","8","6","2","4","7","1","6","1 an (Pas avant 2022)","Jamais","Systématiquement","Systématiquement","Souvent","Souvent","Systématiquement","Souvent","Systématiquement","Souvent","Rarement","6","9","Non","Oui","Non","7","Oui","Oui","2","Faible confiance","Faible confiance","Confiance absolue","Confiance absolue","Confiance modérée","Confiance modérée","Confiance modérée","Confiance modérée","Confiance modérée","Confiance modérée","Confiance modérée","Confiance modérée","Aucune confiance","Faible confiance","Faible confiance","Confiance modérée","Faible confiance"
"2021/03/26 7:54:07 PM UTC+2","Femme","20-29 ans","DEUG, BTS, DUT, DEUST","Non ","1","8","Oui","Stress;Déprime/baisse de morale","7","2","6","6","7","3","10","2 ans (Pas avant 2023)","Souvent","Systématiquement","Systématiquement","Souvent","Rarement","Souvent","Souvent","Rarement","Souvent","Systématiquement","5","9","Oui","Non","Non","8","Oui","Oui","3","Faible confiance","Confiance modérée","Confiance modérée","Confiance modérée","Faible confiance","Confiance modérée","Faible confiance","Faible confiance","Confiance modérée","Faible confiance","Confiance modérée","Confiance modérée","Faible confiance","Faible confiance","Confiance modérée","Confiance absolue","Confiance absolue"
"2021/03/27 12:38:59 PM UTC+2","Femme","20-29 ans","Master 2","Non","","8","Oui","Déprime/baisse de morale;Changement de personnalité","9","5","2","5","5","4","7","1 an (Pas avant 2022)","Ça dépend des situations","Souvent","Systématiquement","Ça dépend des situations","Ça dépend des situations","Souvent","Rarement","Ça dépend des situations","Systématiquement","Souvent","10","10","Non","Oui","Non","2","Oui","Non","10","Faible confiance","Confiance modérée","Confiance absolue","Confiance absolue","Confiance modérée","Confiance modérée","Confiance modérée","Faible confiance","Faible confiance","Confiance modérée","Confiance absolue","Confiance modérée","Faible confiance","Aucune confiance","Faible confiance","Confiance absolue","Confiance absolue"
